Key_Appinfo,Key_Bookmark,Key_Calctime,Key_Dimension,Key_Error,Key_Expression,Key_Field,Key_Function,Key_Flag,Key_Lineage,Key_Sheet,Key_Table,Key_TableField,Key_Vizobject,Key_Variable
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2156,,-16487,-18006,,,,,,3077
,,,,,2156,,-16488,-18006,,,,,,3077
,,,,,2156,,-16489,-18006,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2229,,-10175,-18006,,,,,,3077
,,,,,2229,,-10175,-16997,,,,,,3077
,,,,,2229,,-16525,-16997,,,,,,3077
,,,,,2229,,-16526,-16997,,,,,,3077
,,,,,2229,,-16527,-16997,,,,,,3077
,,,,,,,,,,,,,,3104
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2331,,-10174,-18006,,,,,,3077
,,,,,2331,,-10293,-18006,,,,,,3077
,,,,,2331,,-10293,-17011,,,,,,3077
,,,,,2331,,-16570,-17011,,,,,,3077
,,,,,2331,,-16571,-17011,,,,,,3077
,,,,,2331,,-16572,-17011,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2331,,-10174,-18006,,,,,,3077
,,,,,2331,,-10293,-18006,,,,,,3077
,,,,,2331,,-10293,-17011,,,,,,3077
,,,,,2331,,-16471,-17011,,,,,,3077
,,,,,2331,,-16472,-17011,,,,,,3077
,,,,,2331,,-16473,-17011,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2319,,-10174,-18006,,,,,,3077
,,,,,2319,,-10237,-18006,,,,,,3077
,,,,,2319,,-10238,-18006,,,,,,3077
,,,,,7352,,-10238,-18006,,,,,,3077
,,,,,7352,,-10238,-18031,,,,,,3077
,,,,,7352,,-10238,-18289,,,,,,3077
,,,,,7352,,-16537,-18289,,,,,,3077
,,,,,7352,,-16538,-18289,,,,,,3077
,,,,,7352,,-16539,-18289,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2156,,-16575,-18006,,,,,,3077
,,,,,2156,,-16576,-18006,,,,,,3077
,,,,,2156,,-16577,-18006,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2156,,-16600,-18006,,,,,,3077
,,,,,2156,,-16601,-18006,,,,,,3077
,,,,,2156,,-16602,-18006,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2156,,-16478,-18006,,,,,,3077
,,,,,2156,,-16479,-18006,,,,,,3077
,,,,,2156,,-16480,-18006,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2156,,-16567,-18006,,,,,,3077
,,,,,2156,,-16568,-18006,,,,,,3077
,,,,,2156,,-16569,-18006,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2156,,-16468,-18006,,,,,,3077
,,,,,2156,,-16469,-18006,,,,,,3077
,,,,,2156,,-16470,-18006,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2156,,-16491,-18006,,,,,,3077
,,,,,2156,,-16492,-18006,,,,,,3077
,,,,,2156,,-16493,-18006,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
,,,,,,,-16524,,,,,,,3081
,,,,,,,-16524,,,,,,,2862
,,,,,,,-16524,,,,,,,2830
,,,,,2287,,-16524,,,,,,,2830
,,,,,2308,,-16524,,,,,,,2830
,,,,,2156,,-16524,,,,,,,2830
,,,,,2229,,-16524,,,,,,,2830
,,,,,2229,,-16311,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2229,,-16312,,,,,,,2830
,,,,,2267,,-16312,,,,,,,3070
,,,,,2267,,-16312,,,,,,,2830
,,,,,2246,,-16312,,,,,,,2830
,,,,,2246,,-10212,,,,,,,2830
,,,,,2246,,-10213,,,,,,,2830
,,,,,2246,,-10214,,,,,,,2830
,,,,,2246,,-10215,,,,,,,2830
,,,,,2246,,-10216,,,,,,,2830
,,,,,2287,,-10216,,,,,,,2858
,,,,,2287,,-10197,,,,,,,2858
,,,,,2287,,-10198,,,,,,,2858
,,,,,2287,,-10199,,,,,,,2858
,,,,,2287,,-10200,,,,,,,2858
,,,,,2287,,-10201,,,,,,,2858
,,,,,2287,,-10201,-18024,,,,,,2858
,,,,,2308,,-10201,-18024,,,,,,3073
,,,,,2308,,-10224,-18024,,,,,,3073
,,,,,2308,,-10225,-18024,,,,,,3073
,,,,,2308,,-10226,-18024,,,,,,3073
,,,,,2308,,-10227,-18024,,,,,,3073
,,,,,2308,,-10228,-18024,,,,,,3073
,,,,,2308,,-10228,-18030,,,,,,3073
,,,,,2156,,-10228,-18030,,,,,,3077
,,,,,2156,,-10170,-18030,,,,,,3077
,,,,,2156,,-10171,-18030,,,,,,3077
,,,,,2156,,-10172,-18030,,,,,,3077
,,,,,2156,,-10173,-18030,,,,,,3077
,,,,,2156,,-10174,-18030,,,,,,3077
,,,,,2156,,-10174,-18006,,,,,,3077
,,,,,2156,,-16481,-18006,,,,,,3077
,,,,,2156,,-16482,-18006,,,,,,3077
,,,,,2156,,-16483,-18006,,,,,,3077
,,,,,,,,,,,,,,2731
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2718
,,,,,,,,,,,,,,3099
,,,,,,,,,,,,,,2726
,,,,,,,,,,,,,,2758
,,,,,,,-16524,,,,,,,2758
,,,,,,,-16524,,,,,,,2823
,,,,,,,-16524,,,,,,,3091
,,,,,,,-16524,,,,,,,2868
