Id,Type,Title,LibraryId,VizClass,IsExtensionMissing,IsMasterVisualization,Name,SheetName,SheetId,CalcTime,BookmarkApplied,NumOfColumns,NumOfRows,UseCount,CalcConditionUnfulfilled,QsdaVersion,MetaId
NESppmJ,container,Loans Over Time,a3971fbf-dcf5-400c-acec-a519948c2848,Native,False,True,container / Loans Over Time (NESppmJ),Production Trends,eda1bb2a-be18-468e-b441-7a451e6030aa,0.006,,0,0,1,False,3.4.5,15422
BXJjWV,CustomSheetMenu,Header: More Options DEFAULT,74dd1fda-51b2-43b9-980e-9f1d501045fc,Extension,True,True,CustomSheetMenu / Header: More Options DEFAULT (BXJjWV),Production Trends,eda1bb2a-be18-468e-b441-7a451e6030aa,0,,0,0,1,False,3.4.5,15433
dcPzwmS,table,"=if(vDateToggle1='Application','Application YearMonth ',if(vDateToggle1='Closing','Closed YearMonth ', 'Funded YearMonth '))",,Native,False,False,"table / =if(vDateToggle1='Application','Application YearMonth ',if(vDateToggle1='Closing','Closed YearMonth ', 'Funded YearMonth ')) (dcPzwmS)",Production Trends,eda1bb2a-be18-468e-b441-7a451e6030aa,0.005,,0,1,1,False,3.4.5,15443
jPBsrAj,pivot-table,Funded Loans Drilldown,,Native,False,False,pivot-table / Funded Loans Drilldown (jPBsrAj),Production Trends,eda1bb2a-be18-468e-b441-7a451e6030aa,0.014,,0,0,1,False,3.4.5,15465
EpxUqZx,CustomSheetMenu,,,Extension,True,False,CustomSheetMenu / [no title] (EpxUqZx),Company Pull Through,VDaWp,0,,0,0,1,False,3.4.5,15473
YvZZucS,barchart,Pull Through by Month,,Native,False,False,barchart / Pull Through by Month (YvZZucS),Company Pull Through,VDaWp,0.019,,0,0,1,False,3.4.5,15482
TdgQkgR,barchart,Current Loan Status,,Native,False,False,barchart / Current Loan Status (TdgQkgR),Company Pull Through,VDaWp,0.009,,0,0,1,False,3.4.5,15493
hzb,text-image,,,Native,False,False,text-image / [no title] (hzb),Company Pull Through,VDaWp,0.002,,0,1,1,False,3.4.5,15497
EXApxb,qlik-multi-kpi,Pull Through KPI's,,Extension,False,False,qlik-multi-kpi / Pull Through KPI's (EXApxb),Company Pull Through,VDaWp,0.016,,0,0,1,False,3.4.5,15503
pDjPLm,CustomSheetMenu,,,Extension,True,False,CustomSheetMenu / [no title] (pDjPLm),Detail Pull Through,kmhjrk,0,,0,0,1,False,3.4.5,15504
3a78a332-bcf6-4aed-ba53-9ad79ff4aa39,table,"='$(vTPOScorecard3) Scorecard by Credit: '
&pick(match(vToDate,'Today Flag','Yesterday Flag','Last Week Flag','MTD','Previous Month Flag','QTD','Last Quarter Flag','YTD Flag','Previous Year Flag'),
'Today','Yesterday','Last Week','Month to Date','Last Month','Quarter to Date','Last Quarter','Year to Date','Last Year')",,Native,False,False,"table / ='$(vTPOScorecard3) Scorecard by Credit: '
&pick(match(vToDate,'Today Flag','Yesterday Flag','Last Week Flag','MTD','Previous Month Flag','QTD','Last Quarter Flag','YTD Flag','Previous Year Flag'),
'Today','Yesterday','Last Week','Month to Date','Last Month','Quarter to Date','Last Quarter','Year to Date','Last Year') (3a78a332-bcf6-4aed-ba53-9ad79ff4aa39)",Detail Pull Through,kmhjrk,0.027,,0,0,1,False,3.4.5,15506
0fc9b3af-916a-428b-ae3d-f0c512544c69,table,"='$(vTPOScorecard4) Scorecard by Credit: '
&pick(match(vToDate,'Today Flag','Yesterday Flag','Last Week Flag','MTD','Previous Month Flag','QTD','Last Quarter Flag','YTD Flag','Previous Year Flag'),
'Today','Yesterday','Last Week','Month to Date','Last Month','Quarter to Date','Last Quarter','Year to Date','Last Year')",,Native,False,False,"table / ='$(vTPOScorecard4) Scorecard by Credit: '
&pick(match(vToDate,'Today Flag','Yesterday Flag','Last Week Flag','MTD','Previous Month Flag','QTD','Last Quarter Flag','YTD Flag','Previous Year Flag'),
'Today','Yesterday','Last Week','Month to Date','Last Month','Quarter to Date','Last Quarter','Year to Date','Last Year') (0fc9b3af-916a-428b-ae3d-f0c512544c69)",Detail Pull Through,kmhjrk,0.028,,0,0,1,False,3.4.5,15512
GUajUe,container,,,Native,False,False,container / [no title] (GUajUe),Detail Pull Through,kmhjrk,0.003,,0,0,1,False,3.4.5,15513
CcsPEAJ,text-image,,,Native,False,False,text-image / [no title] (CcsPEAJ),Detail Pull Through,kmhjrk,0.002,,0,1,1,False,3.4.5,15515
GmDY,sn-text,"=Pick(Match('$(vTPODateToggleChannelGroup)','Application','Registration'),'Applications Taken','Files Registered')
",,Extension,False,False,"sn-text / =Pick(Match('$(vTPODateToggleChannelGroup)','Application','Registration'),'Applications Taken','Files Registered')
 (GmDY)",Detail Pull Through,kmhjrk,0.007,,0,0,1,False,3.4.5,15517
fdnpEj,barchart,Current Loan Status,,Native,False,False,barchart / Current Loan Status (fdnpEj),Detail Pull Through,kmhjrk,0.006,,0,0,1,False,3.4.5,15519
mukN,barchart,Purpose,,Native,False,False,barchart / Purpose (mukN),Detail Pull Through,kmhjrk,0.008,,0,0,1,False,3.4.5,15521
DRrsHPL,barchart,Loan Type,,Native,False,False,barchart / Loan Type (DRrsHPL),Detail Pull Through,kmhjrk,0.009,,0,0,1,False,3.4.5,15522
ZjkPB,tts-coaching-slider,,,Native,False,False,tts-coaching-slider / [no title] (ZjkPB),TTS Sales Coaching,KkLmNMp,0,,0,0,1,False,3.4.5,15527
683fcfd1-b38c-441c-92fc-11ffe778c6da,qlik-variable-input,chr(10),,Extension,False,True,qlik-variable-input / chr(10) (683fcfd1-b38c-441c-92fc-11ffe778c6da),<Master Library>,,0.003,,0,0,0,False,3.4.5,15530
a0437cc3-4602-4740-9f75-44995c0cd041,qlik-variable-input,chr(10),,Extension,False,True,qlik-variable-input / chr(10) (a0437cc3-4602-4740-9f75-44995c0cd041),<Master Library>,,0.002,,0,0,0,False,3.4.5,15534
a049981a-b3f4-4bd3-bb2d-b145dff6202d,kpi,Closing Projections_Units,,Native,False,True,kpi / Closing Projections_Units (a049981a-b3f4-4bd3-bb2d-b145dff6202d),<Master Library>,,0.004,,0,0,0,False,3.4.5,15537
a307d006-7a80-46de-9599-305d37032c0e,qlik-variable-input,Select an Actor,,Extension,False,True,qlik-variable-input / Select an Actor (a307d006-7a80-46de-9599-305d37032c0e),<Master Library>,,0.002,,0,0,1,False,3.4.5,15540
ea2e5d24-4cb5-47be-b098-623c7d2e4f95,qlik-variable-input,Select an Entity,,Extension,False,True,qlik-variable-input / Select an Entity (ea2e5d24-4cb5-47be-b098-623c7d2e4f95),<Master Library>,,0.002,,0,0,1,False,3.4.5,15541
eab6d102-431f-4719-aec1-3b82c388e84a,qlik-variable-input,Table Layout,,Extension,False,True,qlik-variable-input / Table Layout (eab6d102-431f-4719-aec1-3b82c388e84a),<Master Library>,,0.003,,0,0,1,False,3.4.5,15542
ecd153df-c2bf-45d1-afde-e8b4861d87ac,qlik-variable-input,Switch Loan Funding,,Extension,False,True,qlik-variable-input / Switch Loan Funding (ecd153df-c2bf-45d1-afde-e8b4861d87ac),<Master Library>,,0.003,,0,0,1,False,3.4.5,15543
0b427c29-f0e0-420a-a8be-790d1a55d179,kpi,"=If(vMarginToDate = 'MTD','Month To Date',
	If(vMarginToDate = 'Previous Month Flag','Last Month',
    	If(vMarginToDate = 'QTD','Quarter To Date',
        	If(vMarginToDate = 'YTD Flag','Year To Date',
            	If(vMarginToDate = 'All Time','All Time',
                	If(vMarginToDate = 'Year Previous','Last Year'))))))",,Native,False,True,"kpi / =If(vMarginToDate = 'MTD','Month To Date',
	If(vMarginToDate = 'Previous Month Flag','Last Month',
    	If(vMarginToDate = 'QTD','Quarter To Date',
        	If(vMarginToDate = 'YTD Flag','Year To Date',
            	If(vMarginToDate = 'All Time','All Time',
                	If(vMarginToDate = 'Year Previous','Last Year')))))) (0b427c29-f0e0-420a-a8be-790d1a55d179)",<Master Library>,,0.005,,0,0,1,False,3.4.5,15545
0c2895b8-2896-4cc0-8284-4e0f9f16d70c,text-image,Funded Loans MTD Text Summary,,Native,False,True,text-image / Funded Loans MTD Text Summary (0c2895b8-2896-4cc0-8284-4e0f9f16d70c),<Master Library>,,0.004,,1,1,1,False,3.4.5,15549
14a1980d-8fac-454b-8ef4-6b59967a7613,kpi,Funded Loans MTD Volume KPI,,Native,False,True,kpi / Funded Loans MTD Volume KPI (14a1980d-8fac-454b-8ef4-6b59967a7613),<Master Library>,,0.002,,1,1,1,False,3.4.5,15550
42756471-e4f1-4c07-b293-a541526331c9,qlik-variable-input,Select Measure,,Extension,False,True,qlik-variable-input / Select Measure (42756471-e4f1-4c07-b293-a541526331c9),<Master Library>,,0.002,,0,0,2,False,3.4.5,15555
4430028f-e755-41a6-9757-7ae32d0210c5,kpi,Projected Closings This Month KPI,,Native,False,True,kpi / Projected Closings This Month KPI (4430028f-e755-41a6-9757-7ae32d0210c5),<Master Library>,,0.003,,1,1,0,False,3.4.5,15558
47ee6201-3b64-4674-b57e-5e3a2035d7b5,kpi,Projected Closings This Month WAC KPI,,Native,False,True,kpi / Projected Closings This Month WAC KPI (47ee6201-3b64-4674-b57e-5e3a2035d7b5),<Master Library>,,0.003,,1,1,0,False,3.4.5,15559
4bed92f0-8b06-40c8-8752-58277099074c,kpi,Active Loans Volume KPI,,Native,False,True,kpi / Active Loans Volume KPI (4bed92f0-8b06-40c8-8752-58277099074c),<Master Library>,,0.003,,1,1,1,False,3.4.5,15560
7d0569cb-b80b-4c96-b37c-47f667060179,kpi,Funded Loans MTD WAC KPI,,Native,False,True,kpi / Funded Loans MTD WAC KPI (7d0569cb-b80b-4c96-b37c-47f667060179),<Master Library>,,0.004,,1,1,1,False,3.4.5,15566
80fc879c-607a-4fdf-8601-83c428d2c66b,kpi,Active Loans WAC KPI,,Native,False,True,kpi / Active Loans WAC KPI (80fc879c-607a-4fdf-8601-83c428d2c66b),<Master Library>,,0.003,,1,1,1,False,3.4.5,15567
95535156-f558-43ad-b2b6-689b38510d6f,sn-layout-container,Custom Reporting: Controls,,Extension,False,True,sn-layout-container / Custom Reporting: Controls (95535156-f558-43ad-b2b6-689b38510d6f),<Master Library>,,0.004,,0,0,1,False,3.4.5,15574
9dc9bc68-a210-49b8-8905-39685e9e633c,kpi,Active Loans KPI,,Native,False,True,kpi / Active Loans KPI (9dc9bc68-a210-49b8-8905-39685e9e633c),<Master Library>,,0.002,,0,0,1,False,3.4.5,15580
babd6769-a738-4f03-8c45-50f42e029810,qlik-variable-input,Select Time Period,,Extension,False,True,qlik-variable-input / Select Time Period (babd6769-a738-4f03-8c45-50f42e029810),<Master Library>,,0.002,,0,0,1,False,3.4.5,15581
c2ea4d8d-b6b9-47b2-8374-52dbafb7f639,kpi,Funded Loans MTD KPI,,Native,False,True,kpi / Funded Loans MTD KPI (c2ea4d8d-b6b9-47b2-8374-52dbafb7f639),<Master Library>,,0.004,,1,1,1,False,3.4.5,15583
f94405d9-c654-4b3b-8e9b-fa3926b572b6,kpi,Projected Closings This Month Volume KPI,,Native,False,True,kpi / Projected Closings This Month Volume KPI (f94405d9-c654-4b3b-8e9b-fa3926b572b6),<Master Library>,,0.003,,1,1,0,False,3.4.5,15586
6300fe19-d33c-4d75-a183-0c4e58772146,QlikInfoModal,Header: Info Text Scorecard Overview,,Extension,True,True,QlikInfoModal / Header: Info Text Scorecard Overview (6300fe19-d33c-4d75-a183-0c4e58772146),<Master Library>,,0.001,,0,0,1,False,3.4.5,15588
74dd1fda-51b2-43b9-980e-9f1d501045fc,CustomSheetMenu,Header: More Options DEFAULT,,Extension,True,True,CustomSheetMenu / Header: More Options DEFAULT (74dd1fda-51b2-43b9-980e-9f1d501045fc),<Master Library>,,0.002,,0,0,5,False,3.4.5,15592
985ee4cf-2ece-4471-9f72-c82778d766e2,qlik-variable-input,High Performers Leaderboards: Button Panel,,Extension,False,True,qlik-variable-input / High Performers Leaderboards: Button Panel (985ee4cf-2ece-4471-9f72-c82778d766e2),<Master Library>,,0.002,,0,0,1,False,3.4.5,15594
c053a2cb-a30b-4d00-a529-a3705aed1eb4,CustomSheetMenu,Header: More Options Scorecard Overview,,Extension,True,True,CustomSheetMenu / Header: More Options Scorecard Overview (c053a2cb-a30b-4d00-a529-a3705aed1eb4),<Master Library>,,0.002,,0,0,1,False,3.4.5,15596
ed94c0bc-2f63-4ff8-a7ce-695802a167af,qlik-variable-input,_Date Selector_Row,,Extension,False,True,qlik-variable-input / _Date Selector_Row (ed94c0bc-2f63-4ff8-a7ce-695802a167af),<Master Library>,,0.003,,0,0,1,False,3.4.5,15600
f688f0ca-e2d6-44fb-a40f-6acd3604daec,CustomSheetMenu,Header: More Options Active Loans,,Extension,True,True,CustomSheetMenu / Header: More Options Active Loans (f688f0ca-e2d6-44fb-a40f-6acd3604daec),<Master Library>,,0.002,,0,0,1,False,3.4.5,15601
263e7c38-bbdb-4ce6-a3c8-e3e7aa2ce748,text-image,Projected Closings This Month Text Summary,,Native,False,True,text-image / Projected Closings This Month Text Summary (263e7c38-bbdb-4ce6-a3c8-e3e7aa2ce748),<Master Library>,,0.006,,1,1,0,False,3.4.5,15605
849109f0-de57-4fbb-9b7f-d88bea4b77ea,text-image,Active Loans Text Summary,,Native,False,True,text-image / Active Loans Text Summary (849109f0-de57-4fbb-9b7f-d88bea4b77ea),<Master Library>,,0.002,,0,1,1,False,3.4.5,15606
1a488a08-18bf-4eaa-a858-87f0e1a3fec8,table,Branch Rankings Year to Date,,Native,False,True,table / Branch Rankings Year to Date (1a488a08-18bf-4eaa-a858-87f0e1a3fec8),<Master Library>,,0.009,,0,0,0,False,3.4.5,15615
1cfb80db-b5e6-457c-832b-bc0ca8884778,table,Pull Through and Turn Time,,Native,False,True,table / Pull Through and Turn Time (1cfb80db-b5e6-457c-832b-bc0ca8884778),<Master Library>,,0.011,,0,0,1,False,3.4.5,15628
1ff7301b-6bb8-4eae-8754-b2b3215f3558,pivot-table,Active Loans Lock Status,,Native,False,True,pivot-table / Active Loans Lock Status (1ff7301b-6bb8-4eae-8754-b2b3215f3558),<Master Library>,,0.004,,0,0,1,False,3.4.5,15632
37856b04-266a-4ed2-b512-1c9c9cfb3201,table,"=chr(160)&chr(160)&'$(vScorecardActor) Report: '&pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans')",,Native,False,True,"table / =chr(160)&chr(160)&'$(vScorecardActor) Report: '&pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans') (37856b04-266a-4ed2-b512-1c9c9cfb3201)",<Master Library>,,0.015,,0,0,1,False,3.4.5,15644
7133c3b6-681d-4f11-885b-f2e7ed2c9e4d,table,Branch  Rankings,,Native,False,True,table / Branch  Rankings (7133c3b6-681d-4f11-885b-f2e7ed2c9e4d),<Master Library>,,0.014,,0,0,1,False,3.4.5,15649
720a4c3d-9b77-40f0-8234-2bbf2b1fd716,table,Loan Officer Rankings Month to Date,,Native,False,True,table / Loan Officer Rankings Month to Date (720a4c3d-9b77-40f0-8234-2bbf2b1fd716),<Master Library>,,0.008,,0,0,0,False,3.4.5,15653
80457e94-6e9e-4fd9-9532-1a33f88e30aa,container,Loan Report Details,,Native,False,True,container / Loan Report Details (80457e94-6e9e-4fd9-9532-1a33f88e30aa),<Master Library>,,0.006,,0,0,0,False,3.4.5,15654
ad77d654-3d86-44f0-9d6e-246fd3750ec9,table,"=chr(160)&chr(160)&'$(vScorecardActor) Report: '&pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans')",37856b04-266a-4ed2-b512-1c9c9cfb3201,Native,False,True,"table / =chr(160)&chr(160)&'$(vScorecardActor) Report: '&pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans') (ad77d654-3d86-44f0-9d6e-246fd3750ec9)",<Master Library>,,0.013,,0,0,0,False,3.4.5,15672
a838b653-d6c2-4c27-8bca-be05a3a3a164,table,=chr(160)&chr(160)&'Funded Loan: $(vScorecardActor) Report',8d678a6e-8666-4c57-8af1-7dd5fef94be6,Native,False,True,table / =chr(160)&chr(160)&'Funded Loan: $(vScorecardActor) Report' (a838b653-d6c2-4c27-8bca-be05a3a3a164),<Master Library>,,0.013,,0,0,0,False,3.4.5,15685
8832d9f0-e8e3-46c2-aec6-2115fe3ff152,table,"=chr(160)&chr(160)&pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans')&' Detail'",d1d40695-c2b4-4edf-88ff-caf904b80aeb,Native,False,True,"table / =chr(160)&chr(160)&pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans')&' Detail' (8832d9f0-e8e3-46c2-aec6-2115fe3ff152)",<Master Library>,,0.014,,0,0,0,False,3.4.5,15694
e20fcaf7-6b6d-4c4d-973f-d88b1c0b2d05,table,=chr(160)&chr(160)&'Funded Loan Detail',80974be3-46b9-4a93-b230-9ab688e39f47,Native,False,True,table / =chr(160)&chr(160)&'Funded Loan Detail' (e20fcaf7-6b6d-4c4d-973f-d88b1c0b2d05),<Master Library>,,0.015,,0,0,0,False,3.4.5,15696
80974be3-46b9-4a93-b230-9ab688e39f47,table,=chr(160)&chr(160)&'Funded Loan Detail',,Native,False,True,table / =chr(160)&chr(160)&'Funded Loan Detail' (80974be3-46b9-4a93-b230-9ab688e39f47),<Master Library>,,0.016,,0,0,1,False,3.4.5,15697
8d678a6e-8666-4c57-8af1-7dd5fef94be6,table,=chr(160)&chr(160)&'Funded Loan: $(vScorecardActor) Report',,Native,False,True,table / =chr(160)&chr(160)&'Funded Loan: $(vScorecardActor) Report' (8d678a6e-8666-4c57-8af1-7dd5fef94be6),<Master Library>,,0.014,,0,0,1,False,3.4.5,15698
9f509be2-1b20-4b76-be64-09d9d671af0c,table,Loan Officer Rankings Year to Date,,Native,False,True,table / Loan Officer Rankings Year to Date (9f509be2-1b20-4b76-be64-09d9d671af0c),<Master Library>,,0.009,,0,0,0,False,3.4.5,15699
a31a4580-7031-4c5b-b092-bf67e7b69c08,qlik-variable-input,Choose Scorecard Actor,,Extension,False,True,qlik-variable-input / Choose Scorecard Actor (a31a4580-7031-4c5b-b092-bf67e7b69c08),<Master Library>,,0.003,,0,0,1,False,3.4.5,15700
a3562325-8ed3-41fa-8b32-617d5a7f2552,table,Branch Rankings Month to Date,,Native,False,True,table / Branch Rankings Month to Date (a3562325-8ed3-41fa-8b32-617d5a7f2552),<Master Library>,,0.009,,0,0,0,False,3.4.5,15701
aba79b64-049e-43c6-b69f-57fed6bee0e5,table,Loan Officer Rankings,,Native,False,True,table / Loan Officer Rankings (aba79b64-049e-43c6-b69f-57fed6bee0e5),<Master Library>,,0.016,,0,0,1,False,3.4.5,15702
ae080039-d758-469b-a357-e1a54d130921,kpi,"=If(vMarginToDate = 'MTD','Month To Date',
	If(vMarginToDate = 'Previous Month Flag','Last Month',
    	If(vMarginToDate = 'QTD','Quarter To Date',
        	If(vMarginToDate = 'YTD Flag','Year To Date',
            	If(vMarginToDate = 'All Time','All Time',
                	If(vMarginToDate = 'Year Previous','Last Year'))))))",,Native,False,True,"kpi / =If(vMarginToDate = 'MTD','Month To Date',
	If(vMarginToDate = 'Previous Month Flag','Last Month',
    	If(vMarginToDate = 'QTD','Quarter To Date',
        	If(vMarginToDate = 'YTD Flag','Year To Date',
            	If(vMarginToDate = 'All Time','All Time',
                	If(vMarginToDate = 'Year Previous','Last Year')))))) (ae080039-d758-469b-a357-e1a54d130921)",<Master Library>,,0.006,,0,0,1,False,3.4.5,15703
d1d40695-c2b4-4edf-88ff-caf904b80aeb,table,"=chr(160)&chr(160)&pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans')&' Detail'",,Native,False,True,"table / =chr(160)&chr(160)&pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans')&' Detail' (d1d40695-c2b4-4edf-88ff-caf904b80aeb)",<Master Library>,,0.015,,0,0,1,False,3.4.5,15704
e415ce85-2c54-4ca4-999c-c2d59d7063ae,kpi,"=If(vMarginToDate = 'MTD','Month To Date',
	If(vMarginToDate = 'Previous Month Flag','Last Month',
    	If(vMarginToDate = 'QTD','Quarter To Date',
        	If(vMarginToDate = 'YTD Flag','Year To Date',
            	If(vMarginToDate = 'All Time','All Time',
                	If(vMarginToDate = 'Year Previous','Last Year'))))))",,Native,False,True,"kpi / =If(vMarginToDate = 'MTD','Month To Date',
	If(vMarginToDate = 'Previous Month Flag','Last Month',
    	If(vMarginToDate = 'QTD','Quarter To Date',
        	If(vMarginToDate = 'YTD Flag','Year To Date',
            	If(vMarginToDate = 'All Time','All Time',
                	If(vMarginToDate = 'Year Previous','Last Year')))))) (e415ce85-2c54-4ca4-999c-c2d59d7063ae)",<Master Library>,,0.005,,0,0,1,False,3.4.5,15705
f35622cc-26ba-48f1-94d3-00974629f19c,kpi,"=If(vMarginToDate = 'MTD','Month To Date',
	If(vMarginToDate = 'Previous Month Flag','Last Month',
    	If(vMarginToDate = 'QTD','Quarter To Date',
        	If(vMarginToDate = 'YTD Flag','Year To Date',
            	If(vMarginToDate = 'All Time','All Time',
                	If(vMarginToDate = 'Year Previous','Last Year'))))))",,Native,False,True,"kpi / =If(vMarginToDate = 'MTD','Month To Date',
	If(vMarginToDate = 'Previous Month Flag','Last Month',
    	If(vMarginToDate = 'QTD','Quarter To Date',
        	If(vMarginToDate = 'YTD Flag','Year To Date',
            	If(vMarginToDate = 'All Time','All Time',
                	If(vMarginToDate = 'Year Previous','Last Year')))))) (f35622cc-26ba-48f1-94d3-00974629f19c)",<Master Library>,,0.006,,0,0,1,False,3.4.5,15706
f8a34cd5-36cf-45c3-a552-8a378226c0f8,table,=Upper('$(vChannelGroup)')&': Scorecard Detail',,Native,False,True,table / =Upper('$(vChannelGroup)')&': Scorecard Detail' (f8a34cd5-36cf-45c3-a552-8a378226c0f8),<Master Library>,,0.063,,0,0,0,False,3.4.5,15707
002f0f05-e2da-46f1-b5ad-b9dbdc39e616,table,"='$(vScorecard) Detail: ' & Pick(match(vLoanStatus, 'Active', 'Originated', 'All'),
pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans'),
'Funded Loans',
'All Statuses'
)",,Native,False,True,"table / ='$(vScorecard) Detail: ' & Pick(match(vLoanStatus, 'Active', 'Originated', 'All'),
pick(match(vLock,'No','Yes','*'),'Active Locked Loans','Active Not Locked Loans','Active Total Loans'),
'Funded Loans',
'All Statuses'
) (002f0f05-e2da-46f1-b5ad-b9dbdc39e616)",<Master Library>,,0.071,,0,0,1,False,3.4.5,15708
30ac7cd1-d41c-42c3-b240-f2dcd44647e9,table,='Branch Rankings $(vHighPerformersLeaderboardsTimeTitle)',,Native,False,True,table / ='Branch Rankings $(vHighPerformersLeaderboardsTimeTitle)' (30ac7cd1-d41c-42c3-b240-f2dcd44647e9),<Master Library>,,0.009,,0,0,1,False,3.4.5,15709
42180110-600c-4fb5-86a7-ceee1315aadd,table,=Upper('$(vChannelGroup)')&': Scorecard Detail',,Native,False,True,table / =Upper('$(vChannelGroup)')&': Scorecard Detail' (42180110-600c-4fb5-86a7-ceee1315aadd),<Master Library>,,0.076,,0,0,0,False,3.4.5,15710
7ecfed3b-2dca-4671-8c66-dc8a3d9b134a,table,='Loan Officer Rankings $(vHighPerformersLeaderboardsTimeTitle)',,Native,False,True,table / ='Loan Officer Rankings $(vHighPerformersLeaderboardsTimeTitle)' (7ecfed3b-2dca-4671-8c66-dc8a3d9b134a),<Master Library>,,0.009,,0,0,1,False,3.4.5,15711
0039b5f7-b8aa-4afd-999d-acf03e8e3d10,qlik-variable-input,chr(10),,Extension,False,True,qlik-variable-input / chr(10) (0039b5f7-b8aa-4afd-999d-acf03e8e3d10),<Master Library>,,0.005,,0,0,0,False,3.4.5,15712
01d4e4a5-b022-4a7a-b620-ca648ad343d2,qlik-variable-input,chr(10),,Extension,False,True,qlik-variable-input / chr(10) (01d4e4a5-b022-4a7a-b620-ca648ad343d2),<Master Library>,,0.003,,0,0,0,False,3.4.5,15713
02216a44-264a-4efc-a276-cdf9b08c4c4d,qlik-variable-input,Chr(10),,Extension,False,True,qlik-variable-input / Chr(10) (02216a44-264a-4efc-a276-cdf9b08c4c4d),<Master Library>,,0.003,,0,0,0,False,3.4.5,15714
02edb2ee-d022-44c9-be3a-3d9f0492a44a,qlik-variable-input,chr(10),,Extension,False,True,qlik-variable-input / chr(10) (02edb2ee-d022-44c9-be3a-3d9f0492a44a),<Master Library>,,0.003,,0,0,0,False,3.4.5,15715
03ea5be5-2d7f-4a57-9841-e094f4181991,cl-kpi,"='Credit Pulls - ' & 
	if(vToDate='Today Flag', 'Today',
	if(vToDate='Yesterday Flag', 'Yesterday',
	if(vToDate='Last Week Flag', 'Last Week', 
    if(vToDate='MTD', 'Month to Date', 
    if(vToDate='Previous Month Flag', 'Last Month', 
    if(vToDate='YTD Flag', 'Year to Date','Last Year'))))))",,Extension,True,True,"cl-kpi / ='Credit Pulls - ' & 
	if(vToDate='Today Flag', 'Today',
	if(vToDate='Yesterday Flag', 'Yesterday',
	if(vToDate='Last Week Flag', 'Last Week', 
    if(vToDate='MTD', 'Month to Date', 
    if(vToDate='Previous Month Flag', 'Last Month', 
    if(vToDate='YTD Flag', 'Year to Date','Last Year')))))) (03ea5be5-2d7f-4a57-9841-e094f4181991)",<Master Library>,,0.005,,0,0,0,False,3.4.5,15716
04b85a73-40c9-468d-9852-24e362f106b4,qlik-variable-input,chr(10),,Extension,False,True,qlik-variable-input / chr(10) (04b85a73-40c9-468d-9852-24e362f106b4),<Master Library>,,0.005,,0,0,0,False,3.4.5,15717
07ff81e5-cbca-4777-88bf-f9dc53fce19d,qlik-variable-input,Choose Channel Group,,Extension,False,True,qlik-variable-input / Choose Channel Group (07ff81e5-cbca-4777-88bf-f9dc53fce19d),<Master Library>,,0.003,,0,0,1,False,3.4.5,15718
08c5c188-2da7-481e-aca9-fae66099594c,cl-kpi,"='Locked - ' & 
	if(vToDate='Today Flag', 'Today',
	if(vToDate='Yesterday Flag', 'Yesterday',
	if(vToDate='Last Week Flag', 'Last Week', 
    if(vToDate='MTD', 'Month to Date', 
    if(vToDate='Previous Month Flag', 'Last Month', 
    if(vToDate='YTD Flag', 'Year to Date','Last Year'))))))",,Extension,True,True,"cl-kpi / ='Locked - ' & 
	if(vToDate='Today Flag', 'Today',
	if(vToDate='Yesterday Flag', 'Yesterday',
	if(vToDate='Last Week Flag', 'Last Week', 
    if(vToDate='MTD', 'Month to Date', 
    if(vToDate='Previous Month Flag', 'Last Month', 
    if(vToDate='YTD Flag', 'Year to Date','Last Year')))))) (08c5c188-2da7-481e-aca9-fae66099594c)",<Master Library>,,0.006,,0,0,0,False,3.4.5,15719
098c66e8-fccf-4b73-9867-2f616d4ae888,qlik-variable-input,Choose Table Measure,,Extension,False,True,qlik-variable-input / Choose Table Measure (098c66e8-fccf-4b73-9867-2f616d4ae888),<Master Library>,,0.002,,0,0,1,False,3.4.5,15720
09f9a99d-2c71-4ef3-9cb8-4ee7add85650,qlik-variable-input,Switch Measure,,Extension,False,True,qlik-variable-input / Switch Measure (09f9a99d-2c71-4ef3-9cb8-4ee7add85650),<Master Library>,,0.002,,0,0,2,False,3.4.5,15721
0b40d284-cd61-4798-a6ee-e21364ef4924,qlik-variable-input,chr(10),,Extension,False,True,qlik-variable-input / chr(10) (0b40d284-cd61-4798-a6ee-e21364ef4924),<Master Library>,,0.003,,0,0,0,False,3.4.5,15722
