Id,Type,Title,LibraryId,VizClass,IsExtensionMissing,IsMasterVisualization,Name,SheetName,SheetId,CalcTime,BookmarkApplied,NumOfColumns,NumOfRows,UseCount,CalcConditionUnfulfilled,QsdaVersion,MetaId
84b4e3d3-4a7a-428b-9f63-ba226b2b03bf,combochart,"=
if(GetSelectedCount([$(vScorecardActor)])>0,

'$(=Num(

Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecardActor)])
/Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecardActor)]=>}total distinct [$(vScorecardActor)])

,'#,##0.0%')) of '&

If('$(vScorecardActor)' = 'Mortgage Loan Officer (MLO)',
		If(WildMatch(Concat([Consolidated Channels],','),'*Retail*') AND WildMatch(Concat([Consolidated Channels],','),'*TPO*'),'LO & AE',
			If(WildMatch(Concat([Consolidated Channels],','),'*Retail*'),'Loan Officer','Account Executive'))
)
 
&' contribute 

$(=Num(

count({$<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}[Loan Number])
/count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecardActor)]=>} total [Loan Number])

,'#,##0.0%')) of Total Units | 

$(=[vScorecardActor_Units])',

'Total Units are $(=[vScorecardActor_Units])'
)",83b91ad7-4f10-44f4-90eb-302f680249cb,Native,False,True,"combochart / =
if(GetSelectedCount([$(vScorecardActor)])>0,

'$(=Num(

Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecardActor)])
/Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecardActor)]=>}total distinct [$(vScorecardActor)])

,'#,##0.0%')) of '&

If('$(vScorecardActor)' = 'Mortgage Loan Officer (MLO)',
		If(WildMatch(Concat([Consolidated Channels],','),'*Retail*') AND WildMatch(Concat([Consolidated Channels],','),'*TPO*'),'LO & AE',
			If(WildMatch(Concat([Consolidated Channels],','),'*Retail*'),'Loan Officer','Account Executive'))
)
 
&' contribute 

$(=Num(

count({$<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}[Loan Number])
/count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecardActor)]=>} total [Loan Number])

,'#,##0.0%')) of Total Units | 

$(=[vScorecardActor_Units])',

'Total Units are $(=[vScorecardActor_Units])'
) (84b4e3d3-4a7a-428b-9f63-ba226b2b03bf)",<Master Library>,,0.131,,3,44,0,False,3.4.5,9029
b9e7f875-20cb-46c1-86b4-e8b0453173e5,combochart,"=
if(GetSelectedCount([Loan Officer])>0,

'$(=Num(

Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [Loan Officer])
/Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[Loan Officer]=>}total distinct [Loan Officer])

,'#,##0.0%')) of '&

'Loan Officers'
 
&' contribute 

$(=Num(

count({$<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}[Loan Number])
/count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[Loan Officer]=>} total [Loan Number])

,'#,##0.0%')) of Total Units | 

$(=[Loan Officer_Units])',

'Total Units are $(=[Loan Officer_Units])'
)",7aa37a89-9dbc-462c-b259-86d0373b63cd,Native,False,True,"combochart / =
if(GetSelectedCount([Loan Officer])>0,

'$(=Num(

Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [Loan Officer])
/Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[Loan Officer]=>}total distinct [Loan Officer])

,'#,##0.0%')) of '&

'Loan Officers'
 
&' contribute 

$(=Num(

count({$<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}[Loan Number])
/count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[Loan Officer]=>} total [Loan Number])

,'#,##0.0%')) of Total Units | 

$(=[Loan Officer_Units])',

'Total Units are $(=[Loan Officer_Units])'
) (b9e7f875-20cb-46c1-86b4-e8b0453173e5)",<Master Library>,,0.134,,3,44,0,False,3.4.5,9030
apDPDzJ,container,TopTiering: Middle Chart Container,baf430b1-9023-4334-a0b5-cef2ddead554,Native,False,True,container / TopTiering: Middle Chart Container (apDPDzJ),"='TopTiering by $(=if($(vCompanyScorecardShowHide)=0,'$(vScorecard)','$(vScorecardActor)')) | Production Data  
	$(=Pick(
		Match(vToDate,
			'LastWeekFlag',
			'MTD',
			'PreviousMonthFlag',
			'QTD',
			'PreviousQuarterFlag',
			'YTDFlag',
			'PreviousYearFlag'
			),
			
		'Last Week',
		'Month to Date',
		'Last Month',
		'Quarter to Date',
		'Last Quarter',
		'Year to Date',
		'Last Year'
		)
	)' 
",a306217b-be8d-4f68-9adb-7ce8ab0fb851,0.539,,0,0,1,False,3.4.5,9031
c51c1cd5-9f63-471d-8b73-9f3d5b447dc0,combochart,"=
if(GetSelectedCount([$(vScorecard)])>0,

'$(=Num(

Count({<[$(vScorecard)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecard)])
/Count({<[$(vScorecard)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecard)]=>}total distinct [$(vScorecard)])

,'#,##0.0%')) of '&


If('$(vScorecard)' = 'Branch','Branches','$(vScorecard)')
            


&' contribute Revenue of 

$(=Num([vScorecard_Revenue BPS],'#,##0')) BPS',

'Total Revenue is $(=Num([vScorecard_Revenue BPS],'#,##0')) BPS'

)",8262825c-164c-4246-b9dd-8a3f7ccc4817,Native,False,True,"combochart / =
if(GetSelectedCount([$(vScorecard)])>0,

'$(=Num(

Count({<[$(vScorecard)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecard)])
/Count({<[$(vScorecard)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecard)]=>}total distinct [$(vScorecard)])

,'#,##0.0%')) of '&


If('$(vScorecard)' = 'Branch','Branches','$(vScorecard)')
            


&' contribute Revenue of 

$(=Num([vScorecard_Revenue BPS],'#,##0')) BPS',

'Total Revenue is $(=Num([vScorecard_Revenue BPS],'#,##0')) BPS'

) (c51c1cd5-9f63-471d-8b73-9f3d5b447dc0)",<Master Library>,,0.161,,2,8,0,False,3.4.5,9032
e12cb5d6-42b8-44fc-b707-4045a5f72e8b,combochart,"=
if(GetSelectedCount([$(vScorecardActor)])>0,

'$(=Num(

Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecardActor)])
/Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecardActor)]=>}total distinct [$(vScorecardActor)])

,'#,##0.0%')) of '&

If('$(vScorecardActor)' = 'Mortgage Loan Officer (MLO)',
		If(WildMatch(Concat([Consolidated Channels],','),'*Retail*') AND WildMatch(Concat([Consolidated Channels],','),'*TPO*'),'LO & AE',
			If(WildMatch(Concat([Consolidated Channels],','),'*Retail*'),'Loan Officer','Account Executive'))
)

&' contribute Revenue of 

$(=Num([vScorecardActor_Revenue BPS],'#,##0')) BPS',

'Total Revenue is $(=Num([vScorecardActor_Revenue BPS],'#,##0')) BPS'

)",a561c4eb-1bb0-4f2b-bfd4-386dec18b8eb,Native,False,True,"combochart / =
if(GetSelectedCount([$(vScorecardActor)])>0,

'$(=Num(

Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecardActor)])
/Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecardActor)]=>}total distinct [$(vScorecardActor)])

,'#,##0.0%')) of '&

If('$(vScorecardActor)' = 'Mortgage Loan Officer (MLO)',
		If(WildMatch(Concat([Consolidated Channels],','),'*Retail*') AND WildMatch(Concat([Consolidated Channels],','),'*TPO*'),'LO & AE',
			If(WildMatch(Concat([Consolidated Channels],','),'*Retail*'),'Loan Officer','Account Executive'))
)

&' contribute Revenue of 

$(=Num([vScorecardActor_Revenue BPS],'#,##0')) BPS',

'Total Revenue is $(=Num([vScorecardActor_Revenue BPS],'#,##0')) BPS'

) (e12cb5d6-42b8-44fc-b707-4045a5f72e8b)",<Master Library>,,0.152,,2,44,0,False,3.4.5,9033
9a2059b9-c8a3-44bb-aa1e-c779a9581478,combochart,"=
if(GetSelectedCount([$(vScorecard)])>0,

'$(=Num(

Count({<[$(vScorecard)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecard)])
/Count({<[$(vScorecard)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecard)]=>}total distinct [$(vScorecard)])

,'#,##0.0%')) of '&


If('$(vScorecard)' = 'Branch','Branches','$(vScorecard)')
            


&' contribute an Average Revenue per Loan of $(=Num([vScorecard_Revenue per Loan ($)],'$#,##0'))',

'Average Revenue per Loan is $(=Num([vScorecard_Revenue per Loan ($)],'$#,##0'))'

)",032253c5-ccbf-4677-be80-fcc9b4d4f7b7,Native,False,True,"combochart / =
if(GetSelectedCount([$(vScorecard)])>0,

'$(=Num(

Count({<[$(vScorecard)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecard)])
/Count({<[$(vScorecard)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecard)]=>}total distinct [$(vScorecard)])

,'#,##0.0%')) of '&


If('$(vScorecard)' = 'Branch','Branches','$(vScorecard)')
            


&' contribute an Average Revenue per Loan of $(=Num([vScorecard_Revenue per Loan ($)],'$#,##0'))',

'Average Revenue per Loan is $(=Num([vScorecard_Revenue per Loan ($)],'$#,##0'))'

) (9a2059b9-c8a3-44bb-aa1e-c779a9581478)",<Master Library>,,0.143,,2,8,0,False,3.4.5,9034
54707ad5-ea6c-445e-b660-cc443f397a0f,combochart,"=
if(GetSelectedCount([$(vScorecardActor)])>0,

'$(=Num(

Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecardActor)])
/Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecardActor)]=>}total distinct [$(vScorecardActor)])

,'#,##0.0%')) of '&

If('$(vScorecardActor)' = 'Mortgage Loan Officer (MLO)',
		If(WildMatch(Concat([Consolidated Channels],','),'*Retail*') AND WildMatch(Concat([Consolidated Channels],','),'*TPO*'),'LO & AE',
			If(WildMatch(Concat([Consolidated Channels],','),'*Retail*'),'Loan Officer','Account Executive'))
)

&' contribute an Average Revenue per Loan of $(=Num([vScorecardActor_Revenue per Loan ($)],'$#,##0'))',

'Average Revenue per Loan is $(=Num([vScorecardActor_Revenue per Loan ($)],'$#,##0'))'

)",9095f620-ed22-4800-bc32-ee68bff801a4,Native,False,True,"combochart / =
if(GetSelectedCount([$(vScorecardActor)])>0,

'$(=Num(

Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [$(vScorecardActor)])
/Count({<[$(vScorecardActor)_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[$(vScorecardActor)]=>}total distinct [$(vScorecardActor)])

,'#,##0.0%')) of '&

If('$(vScorecardActor)' = 'Mortgage Loan Officer (MLO)',
		If(WildMatch(Concat([Consolidated Channels],','),'*Retail*') AND WildMatch(Concat([Consolidated Channels],','),'*TPO*'),'LO & AE',
			If(WildMatch(Concat([Consolidated Channels],','),'*Retail*'),'Loan Officer','Account Executive'))
)

&' contribute an Average Revenue per Loan of $(=Num([vScorecardActor_Revenue per Loan ($)],'$#,##0'))',

'Average Revenue per Loan is $(=Num([vScorecardActor_Revenue per Loan ($)],'$#,##0'))'

) (54707ad5-ea6c-445e-b660-cc443f397a0f)",<Master Library>,,0.166,,2,44,0,False,3.4.5,9035
86cabe02-a679-40cb-9e00-2a73e429cbdb,combochart,"=
if(GetSelectedCount([Loan Officer])>0,

'$(=Num(

Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [Loan Officer])
/Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[Loan Officer]=>}total distinct [Loan Officer])

,'#,##0.0%')) of '&

'Loan Officers'

&' contribute Revenue of 

$(=Num([Loan Officer_Revenue BPS],'#,##0')) BPS',

'Total Revenue is $(=Num([Loan Officer_Revenue BPS],'#,##0')) BPS'

)",dbcb8ef9-62b9-4de8-861b-af9f9380c69d,Native,False,True,"combochart / =
if(GetSelectedCount([Loan Officer])>0,

'$(=Num(

Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [Loan Officer])
/Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[Loan Officer]=>}total distinct [Loan Officer])

,'#,##0.0%')) of '&

'Loan Officers'

&' contribute Revenue of 

$(=Num([Loan Officer_Revenue BPS],'#,##0')) BPS',

'Total Revenue is $(=Num([Loan Officer_Revenue BPS],'#,##0')) BPS'

) (86cabe02-a679-40cb-9e00-2a73e429cbdb)",<Master Library>,,0.141,,2,44,0,False,3.4.5,9036
ce861e6b-6bc3-43ba-971c-98bf46112e3a,combochart,"=
if(GetSelectedCount([Loan Officer])>0,

'$(=Num(

Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [Loan Officer])
/Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[Loan Officer]=>}total distinct [Loan Officer])

,'#,##0.0%')) of '&

'Loan Officers'

&' contribute an Average Revenue per Loan of $(=Num([Loan Officer_Revenue per Loan ($)],'$#,##0'))',

'Average Revenue per Loan is $(=Num([Loan Officer_Revenue per Loan ($)],'$#,##0'))'

)",7c226571-fa6f-42a9-8a40-8db2da05d054,Native,False,True,"combochart / =
if(GetSelectedCount([Loan Officer])>0,

'$(=Num(

Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""}>}distinct [Loan Officer])
/Count({<[Loan Officer_Production] *= {$(vCurrentProduction)},DateType={'Funding'},[$(vToDate)]={'Yes'},[Rate Lock Buy Side Base Price Rate] = {"">0""},[Loan Officer]=>}total distinct [Loan Officer])

,'#,##0.0%')) of '&

'Loan Officers'

&' contribute an Average Revenue per Loan of $(=Num([Loan Officer_Revenue per Loan ($)],'$#,##0'))',

'Average Revenue per Loan is $(=Num([Loan Officer_Revenue per Loan ($)],'$#,##0'))'

) (ce861e6b-6bc3-43ba-971c-98bf46112e3a)",<Master Library>,,0.159,,2,44,0,False,3.4.5,9037
nJwpaw,container,TopTiering: Bottom Chart Container,77a71f6c-4e8c-47c1-b699-dbb1732be0ff,Native,False,True,container / TopTiering: Bottom Chart Container (nJwpaw),"='TopTiering by $(=if($(vCompanyScorecardShowHide)=0,'$(vScorecard)','$(vScorecardActor)')) | Production Data  
	$(=Pick(
		Match(vToDate,
			'LastWeekFlag',
			'MTD',
			'PreviousMonthFlag',
			'QTD',
			'PreviousQuarterFlag',
			'YTDFlag',
			'PreviousYearFlag'
			),
			
		'Last Week',
		'Month to Date',
		'Last Month',
		'Quarter to Date',
		'Last Quarter',
		'Year to Date',
		'Last Year'
		)
	)' 
",a306217b-be8d-4f68-9adb-7ce8ab0fb851,0.349,,0,0,1,False,3.4.5,9038
UJSMU,qlik-variable-input,Choose Chart Sorting,0bf8d3a7-2874-402e-b211-4bbeacca6d98,Extension,False,True,qlik-variable-input / Choose Chart Sorting (UJSMU),"='TopTiering by $(=if($(vCompanyScorecardShowHide)=0,'$(vScorecard)','$(vScorecardActor)')) | Production Data  
	$(=Pick(
		Match(vToDate,
			'LastWeekFlag',
			'MTD',
			'PreviousMonthFlag',
			'QTD',
			'PreviousQuarterFlag',
			'YTDFlag',
			'PreviousYearFlag'
			),
			
		'Last Week',
		'Month to Date',
		'Last Month',
		'Quarter to Date',
		'Last Quarter',
		'Year to Date',
		'Last Year'
		)
	)' 
",a306217b-be8d-4f68-9adb-7ce8ab0fb851,0,,0,0,1,False,3.4.5,9039
9894dbd4-8ef5-411e-aab9-accb9613c716,qlik-variable-input,Choose TopTiering Actor,bce56f06-5858-4742-8a9d-060fbfe831f0,Extension,False,True,qlik-variable-input / Choose TopTiering Actor (9894dbd4-8ef5-411e-aab9-accb9613c716),<Master Library>,,0,,0,0,0,False,3.4.5,9040
dfbbbf6a-8bb5-451d-bcef-31f966cc047f,qlik-variable-input,Choose TopTiering Actor,dccbd770-56ab-4ef6-8756-0b22419d3206,Extension,False,True,qlik-variable-input / Choose TopTiering Actor (dfbbbf6a-8bb5-451d-bcef-31f966cc047f),<Master Library>,,0,,0,0,0,False,3.4.5,9041
qrKGb,container,TopTiering: Choose TopTiering Actor,4de30952-3e46-4aa9-a1bb-de951fc64b59,Native,False,True,container / TopTiering: Choose TopTiering Actor (qrKGb),"='TopTiering by $(=if($(vCompanyScorecardShowHide)=0,'$(vScorecard)','$(vScorecardActor)')) | Production Data  
	$(=Pick(
		Match(vToDate,
			'LastWeekFlag',
			'MTD',
			'PreviousMonthFlag',
			'QTD',
			'PreviousQuarterFlag',
			'YTDFlag',
			'PreviousYearFlag'
			),
			
		'Last Week',
		'Month to Date',
		'Last Month',
		'Quarter to Date',
		'Last Quarter',
		'Year to Date',
		'Last Year'
		)
	)' 
",a306217b-be8d-4f68-9adb-7ce8ab0fb851,0,,0,0,1,False,3.4.5,9042
YmzXH,CustomSheetMenu,,,Extension,True,False,CustomSheetMenu / [no title] (YmzXH),"='TopTiering by $(=if($(vCompanyScorecardShowHide)=0,'$(vScorecard)','$(vScorecardActor)')) | Production Data  
	$(=Pick(
		Match(vToDate,
			'LastWeekFlag',
			'MTD',
			'PreviousMonthFlag',
			'QTD',
			'PreviousQuarterFlag',
			'YTDFlag',
			'PreviousYearFlag'
			),
			
		'Last Week',
		'Month to Date',
		'Last Month',
		'Quarter to Date',
		'Last Quarter',
		'Year to Date',
		'Last Year'
		)
	)' 
",a306217b-be8d-4f68-9adb-7ce8ab0fb851,0,,0,0,1,False,3.4.5,9043
XrPJj,table,"='Loan Detail | '

&

Pick(Match(vDateTypeSet,
	
	'DateType={Application}',
	'DateType={Funding}',
	'[Withdrawn Flag]={1}',
	'DateType={Started}'
	),
	
	'Applications Taken',
	'Funded Production',
	'Lost Opportunities',
	'All Loans'
	
)

&

' $(vToDateLabelTitle)'",86970ff7-b9f3-4230-a7bd-60e3e7f505c5,Native,False,True,"table / ='Loan Detail | '

&

Pick(Match(vDateTypeSet,
	
	'DateType={Application}',
	'DateType={Funding}',
	'[Withdrawn Flag]={1}',
	'DateType={Started}'
	),
	
	'Applications Taken',
	'Funded Production',
	'Lost Opportunities',
	'All Loans'
	
)

&

' $(vToDateLabelTitle)' (XrPJj)",Loan Detail,ad273c1f-6c56-436d-8cbf-d50952a254fd,0.368,,66,3365,1,False,3.4.5,9044
VzChnhr,qlik-variable-input,=chr(32),a9c7919e-ee37-4eb3-8cc8-d8ae7e530bb6,Extension,False,True,qlik-variable-input / =chr(32) (VzChnhr),Loan Detail,ad273c1f-6c56-436d-8cbf-d50952a254fd,0,,0,0,1,False,3.4.5,9045
cb70de70-a32b-4c8e-a354-22b8adb39159,qlik-variable-input,=chr(32),614705ae-4aba-441d-97d4-c1f40533e2e7,Extension,False,True,qlik-variable-input / =chr(32) (cb70de70-a32b-4c8e-a354-22b8adb39159),<Master Library>,,0,,0,0,0,False,3.4.5,9046
1672201f-015b-43fb-ba79-0d524055fd4d,qlik-variable-input,=chr(32),95734d30-8731-4974-a15f-08af60c85e10,Extension,False,True,qlik-variable-input / =chr(32) (1672201f-015b-43fb-ba79-0d524055fd4d),<Master Library>,,0,,0,0,0,False,3.4.5,9047
c250d8b7-180d-45a1-9dec-016fa7455711,qlik-variable-input,=chr(32),e1a34348-e945-4675-a4bb-4f7f5a0a8574,Extension,False,True,qlik-variable-input / =chr(32) (c250d8b7-180d-45a1-9dec-016fa7455711),<Master Library>,,0,,0,0,0,False,3.4.5,9048
UvrFpA,container,Loan Detail: Date Container,f058b0c1-11d2-4a7c-bdbe-5dfaa490c30e,Native,False,True,container / Loan Detail: Date Container (UvrFpA),Loan Detail,ad273c1f-6c56-436d-8cbf-d50952a254fd,0,,0,0,1,False,3.4.5,9049
RDDkF,sn-text,Loan Detail: Important Information,b36a2e41-6dd0-4831-9279-42b2cc4d9822,Extension,False,True,sn-text / Loan Detail: Important Information (RDDkF),Loan Detail,ad273c1f-6c56-436d-8cbf-d50952a254fd,0.002,,1,1,1,False,3.4.5,9050
jjaTq,CustomSheetMenu,,,Extension,True,False,CustomSheetMenu / [no title] (jjaTq),Loan Detail,ad273c1f-6c56-436d-8cbf-d50952a254fd,0,,0,0,1,False,3.4.5,9051
arNjn,kpi,Credit Risk Management: Volume KPI,d7167061-fac9-4955-bfef-baf5162c5052,Native,False,True,kpi / Credit Risk Management: Volume KPI (arNjn),Credit Risk Management,c0a0a8aa-c2cd-46e6-bdb5-4bf219986d3d,0.008,,1,1,1,False,3.4.5,9052
mzHVDm,kpi,Credit Risk Management: Units KPI,34c56e96-7218-4cef-b090-eca79f72317b,Native,False,True,kpi / Credit Risk Management: Units KPI (mzHVDm),Credit Risk Management,c0a0a8aa-c2cd-46e6-bdb5-4bf219986d3d,0.008,,1,1,1,False,3.4.5,9053
YNghP,kpi,Credit Risk Management: WA FICO KPI,dba85174-7e19-4be1-b490-4d039f0866d0,Native,False,True,kpi / Credit Risk Management: WA FICO KPI (YNghP),Credit Risk Management,c0a0a8aa-c2cd-46e6-bdb5-4bf219986d3d,0.013,,1,1,1,False,3.4.5,9054
GjqbrZY,kpi,Credit Risk Management: WA LTV KPI,49a1ab66-f3c8-44a1-b317-30a4aebc8d5e,Native,False,True,kpi / Credit Risk Management: WA LTV KPI (GjqbrZY),Credit Risk Management,c0a0a8aa-c2cd-46e6-bdb5-4bf219986d3d,0.016,,1,1,1,False,3.4.5,9055
CYVxN,kpi,Credit Risk Management: WA DTI KPI,6cd8e007-f18f-4d77-9961-3468fb408a78,Native,False,True,kpi / Credit Risk Management: WA DTI KPI (CYVxN),Credit Risk Management,c0a0a8aa-c2cd-46e6-bdb5-4bf219986d3d,0.014,,1,1,1,False,3.4.5,9056
c9ba51af-a016-49f8-b49b-bf712db2445d,barchart,FICO Distribution,be658945-5798-438a-8ca8-950e0215af04,Native,False,True,barchart / FICO Distribution (c9ba51af-a016-49f8-b49b-bf712db2445d),<Master Library>,,0.019,,2,9,0,False,3.4.5,9057
42855685-b0cd-4449-bea1-095b587cb328,table,Credit Risk Management: Fico Distribution Table,6a894a1c-812a-44ce-893a-965f184424a1,Native,False,True,table / Credit Risk Management: Fico Distribution Table (42855685-b0cd-4449-bea1-095b587cb328),<Master Library>,,0.038,,5,9,0,False,3.4.5,9058
GTxNJ,container,FICO Distribution,38c0d725-aacd-4efc-aa9b-b8dfbc3cfd93,Native,False,True,container / FICO Distribution (GTxNJ),Credit Risk Management,c0a0a8aa-c2cd-46e6-bdb5-4bf219986d3d,0.002,,0,0,1,False,3.4.5,9059
66e5b553-84c9-4c89-84dc-cbd378be8e67,qlik-variable-input,=chr(32),9cd9e7af-fc10-4a95-bf2f-5566861eef57,Extension,False,True,qlik-variable-input / =chr(32) (66e5b553-84c9-4c89-84dc-cbd378be8e67),<Master Library>,,0,,0,0,0,False,3.4.5,9060
30343597-e755-4cdf-b1ca-a13e83b33f6e,qlik-variable-input,=chr(32),9e65d256-2987-474a-8e70-87d9b6d23f25,Extension,False,True,qlik-variable-input / =chr(32) (30343597-e755-4cdf-b1ca-a13e83b33f6e),<Master Library>,,0,,0,0,0,False,3.4.5,9061
444daea1-b0a6-414b-a36e-333706096217,qlik-variable-input,=chr(32),dad0f1d1-e9b4-409b-8279-efb85415f448,Extension,False,True,qlik-variable-input / =chr(32) (444daea1-b0a6-414b-a36e-333706096217),<Master Library>,,0,,0,0,0,False,3.4.5,9062
qJpdb,container,Credit Risk Management: Date Container,0a5d5573-08ca-4e14-9f18-8c76d0a8de0c,Native,False,True,container / Credit Risk Management: Date Container (qJpdb),Credit Risk Management,c0a0a8aa-c2cd-46e6-bdb5-4bf219986d3d,0,,0,0,1,False,3.4.5,9063
