Key_Appinfo,Key_Bookmark,Key_Calctime,Key_Dimension,Key_Error,Key_Expression,Key_Field,Key_Function,Key_Flag,Key_Lineage,Key_Sheet,Key_Table,Key_TableField,Key_Vizobject,Key_Variable
,,,41631,,57030,,-89455,-105132,,,,,66085,39621
,,,41631,,57031,,-89455,-105132,,,,,66085,39621
,,,41631,,57032,,-89455,-105132,,,,,66085,39621
,,,41631,,57033,,-89455,-105132,,,,,66085,39621
,,,41631,,57034,,-89455,-105132,,,,,66085,39621
,,,41631,,57035,,-89455,-105132,,,,,66085,39621
,,,41631,,57036,,-89455,-105132,,,,,66085,39621
,,,41631,,57037,,-89455,-105132,,,,,66085,39621
,,,41631,,57038,,-89455,-105132,,,,,66085,39621
,,,41631,,57039,,-89455,-105132,,,,,66085,39621
,,,41631,,57040,,-89455,-105132,,,,,66085,39621
,,,41631,,57041,,-89455,-105132,,,,,66085,39621
,,,41631,,57042,,-89455,-105132,,,,,66085,39621
,,,41631,,57043,,-89455,-105132,,,,,66085,39621
,,,41631,,57044,,-89455,-105132,,,,,66085,39621
,,,41631,,57045,,-89455,-105132,,,,,66085,39621
,,,41631,,57046,,-89455,-105132,,,,,66085,39621
,,,41631,,57047,,-89455,-105132,,,,,66085,39621
,,,41631,,57048,,-89455,-105132,,,,,66085,39621
,,,41631,,57049,,-89455,-105132,,,,,66085,39621
,,,41631,,57050,,-89455,-105132,,,,,66085,39621
,,,41631,,57051,,-89455,-105132,,,,,66085,39621
,,,41631,,57052,,-89455,-105132,,,,,66085,39621
,,,41631,,57053,,-89455,-105132,,,,,66085,39621
,,,41631,,57054,,-89455,-105132,,,,,66085,39621
,,,41631,,57055,,-89455,-105132,,,,,66085,39621
,,,41631,,57056,,-89455,-105132,,,,,66085,39621
,,,41631,,57057,,-89455,-105132,,,,,66085,39621
,,,41631,,57058,,-89455,-105132,,,,,66085,39621
,,,41631,,57059,,-89455,-105132,,,,,66085,39621
,,,41631,,57060,,-89455,-105132,,,,,66085,39621
,,,41631,,57061,,-89455,-105132,,,,,66085,39621
,,,41631,,57062,,-89455,-105132,,,,,66085,39621
,,,41631,,57063,,-89455,-105132,,,,,66085,39621
,,,41631,,57064,,-89455,-105132,,,,,66085,39621
,,,41631,,57065,,-89455,-105132,,,,,66085,39621
,,,41631,,57066,,-89455,-105132,,,,,66085,39621
,,,41631,,57067,,-89455,-105132,,,,,66085,39621
,,,41631,,57068,,-89455,-105132,,,,,66085,39621
,,,41631,,57069,,-89455,-105132,,,,,66085,39621
,,,41631,,57070,,-89455,-105132,,,,,66085,39621
,,,41631,,57071,,-89455,-105132,,,,,66085,39621
,,,41631,,57072,,-89455,-105132,,,,,66085,39621
,,,41631,,57073,,-89455,-105132,,,,,66085,39621
,,,41631,,57074,,-89455,-105132,,,,,66085,39621
,,,41631,,57075,,-89455,-105132,,,,,66085,39621
,,,41631,,57076,,-89455,-105132,,,,,66085,39621
,,,41631,,57077,,-89455,-105132,,,,,66085,39621
,,,41631,,57078,,-89455,-105132,,,,,66085,39621
,,,41631,,57079,,-89455,-105132,,,,,66085,39621
,,,41631,,57080,,-89455,-105132,,,,,66085,39621
,,,41631,,57081,,-89455,-105132,,,,,66085,39621
,,,41631,,57082,,-89455,-105132,,,,,66085,39621
,,,41631,,57083,,-89455,-105132,,,,,66085,39621
,,,41631,,57084,,-89455,-105132,,,,,66085,39621
,,,41631,,57085,,-89455,-105132,,,,,66085,39621
,,,41631,,57086,,-89455,-105132,,,,,66085,39621
,,,41631,,57087,,-89455,-105132,,,,,66085,39621
,,,41631,,57088,,-89455,-105132,,,,,66085,39621
,,,41631,,57089,,-89455,-105132,,,,,66085,39621
,,,41631,,57090,,-89455,-105132,,,,,66085,40675
,,,41631,,57090,,-89567,-105132,,,,,66085,40675
,,,41631,,57090,,-89567,-107073,,,,,66085,40675
,,,41631,,57091,,-89579,-107073,,,,,66085,40675
,,,41631,,57091,,-89579,-107074,,,,,66085,40675
,,,41631,,57092,,-89579,-107074,,,,,66085,40675
,,,41631,,57092,,-89641,-107074,,,,,66085,40675
,,,41631,,57092,,-89641,-107075,,,,,66085,40675
,,,41631,,57093,,-89656,-107075,,,,,66085,40675
,,,41631,,57093,,-89656,-107076,,,,,66085,40675
,,,41631,,57094,,-89656,-107076,,,,,66085,40675
,,,41631,,57094,,-89762,-107076,,,,,66085,40675
,,,41631,,57094,,-89762,-107077,,,,,66085,40675
,,,41631,,57095,,-89765,-107077,,,,,66085,40675
,,,41631,,57095,,-89765,-107078,,,,,66085,40675
,,,41631,,57096,,-89765,-107078,,,,,66085,40675
,,,41631,,57097,,-89765,-107078,,,,,66085,40675
,,,41631,,57098,,-89765,-107078,,,,,66085,40675
,,,41631,,57099,,-89765,-107078,,,,,66085,40675
,,,41631,,57100,,-89765,-107078,,,,,66085,40675
,,,41631,,57101,,-89765,-107078,,,,,66085,40675
,,,41631,,57102,,-89765,-107078,,,,,66085,40675
,,,41631,,57103,,-89765,-107078,,,,,66085,40675
,,,41631,,57104,,-89765,-107078,,,,,66085,40675
,,,41631,,57105,,-89765,-107078,,,,,66085,40675
,,,41631,,57106,,-89765,-107078,,,,,66085,40675
,,,41631,,57107,,-89765,-107078,,,,,66085,40675
,,,41631,,57108,,-89765,-107078,,,,,66085,40675
,,,41631,,57109,,-89765,-107078,,,,,66085,40675
,,,41631,,57110,,-89765,-107078,,,,,66085,40675
,,,41631,,57111,,-89765,-107078,,,,,66085,40675
,,,41631,,57112,,-89765,-107078,,,,,66085,40675
,,,41631,,57113,,-89765,-107078,,,,,66085,40675
,,,41631,,57114,,-89765,-107078,,,,,66085,40675
,,,41631,,57115,,-89765,-107078,,,,,66085,40675
,,,41631,,57116,,-89765,-107078,,,,,66085,40675
,,,41631,,57117,,-89765,-107078,,,,,66085,40675
,,,41631,,57118,,-89462,-107078,,,,,66085,40675
,,,41631,,57119,,-89464,-107078,,,,,66085,40675
,,,41631,,57120,,-89467,-107078,,,,,66085,40675
,,,41631,,57121,,-89468,-107078,,,,,66085,40675
,,,41631,,57122,,-89469,-107078,,,,,66085,40675
,,,41631,,57123,,-89470,-107078,,,,,66085,40675
,,,41631,,57124,,-89471,-107078,,,,,66085,40675
,,,41631,,57125,,-89473,-107078,,,,,66085,40675
,,,41631,,57126,,-89477,-107078,,,,,66085,40675
,,,41631,,57127,,-89479,-107078,,,,,66085,40675
,,,41631,,57128,,-89482,-107078,,,,,66085,40675
,,,41631,,57129,,-89485,-107078,,,,,66085,40675
,,,41631,,57130,,-89487,-107078,,,,,66085,40675
,,,41631,,57131,,-89489,-107078,,,,,66085,40675
,,,41631,,57132,,-89491,-107078,,,,,66085,40675
,,,41631,,57133,,-89493,-107078,,,,,66085,40675
,,,41631,,57134,,-89457,-107078,,,,,66085,40675
,,,41631,,57135,,-89458,-107078,,,,,66085,40675
,,,41631,,57136,,-89459,-107078,,,,,66085,40675
,,,41631,,57137,,-89461,-107078,,,,,66085,40675
,,,41631,,57138,,-89463,-107078,,,,,66085,40675
,,,41631,,57139,,-89474,-107078,,,,,66085,40675
,,,41631,,57140,,-89478,-107078,,,,,66085,40675
,,,41631,,57141,,-89481,-107078,,,,,66085,40675
,,,41631,,57142,,-89484,-107078,,,,,66085,40675
,,,41631,,57143,,-89500,-107078,,,,,66085,40675
,,,41631,,57144,,-89502,-107078,,,,,66085,40675
,,,41631,,57145,,-89503,-107078,,,,,66085,40675
,,,41631,,57146,,-89511,-107078,,,,,66085,40675
,,,41631,,57147,,-89514,-107078,,,,,66085,40675
,,,41631,,57148,,-89517,-107078,,,,,66085,40675
,,,41631,,57149,,-89520,-107078,,,,,66085,40675
,,,41631,,57150,,-89525,-107078,,,,,66085,40675
,,,41631,,57151,,-89530,-107078,,,,,66085,40675
,,,41631,,57152,,-89542,-107078,,,,,66085,40675
,,,41631,,57153,,-89544,-107078,,,,,66085,40675
,,,41631,,57154,,-89548,-107078,,,,,66085,40675
,,,41631,,57155,,-89551,-107078,,,,,66085,40675
,,,41631,,57156,,-89554,-107078,,,,,66085,40675
,,,41631,,57157,,-89564,-107078,,,,,66085,40675
,,,41631,,57158,,-89566,-107078,,,,,66085,40675
,,,41631,,57159,,-89569,-107078,,,,,66085,40675
,,,41631,,57160,,-89570,-107078,,,,,66085,40675
,,,41631,,57161,,-89570,-107078,,,,,66085,39619
,,,41631,,57161,,-89573,-107078,,,,,66085,39619
,,,41631,,57162,,-89573,-107078,,,,,66085,39616
,,,41631,,57162,,-89580,-107078,,,,,66085,39616
,,,41631,,57163,,-89580,-107078,,,,,66085,39825
,,,41631,,57163,,-89582,-107078,,,,,66085,39825
,,,41631,,57164,,-89582,-107078,,,,,66085,39823
,,,41631,,57164,,-89584,-107078,,,,,66085,39823
,,,41631,,57165,,-89584,-107078,,,,,66085,39614
,,,41631,,57165,,-89592,-107078,,,,,66085,39614
,,,41631,,57166,,-89592,-107078,,,,,66085,39621
,,,41631,,57166,,-89486,-107078,,,,,66085,39621
,,,41631,,57167,,-89488,-107078,,,,,66085,39621
,,,41631,,57168,,-89497,-107078,,,,,66085,39621
,,,41631,,57168,,-89498,-107078,,,,,66085,39621
,,,41631,,57168,,-89498,-107079,,,,,66085,39621
,,,41631,,57169,,-89507,-107079,,,,,66085,39621
,,,41631,,57170,,-89509,-107079,,,,,66085,39621
,,,41631,,57171,,-89512,-107079,,,,,66085,39621
,,,41631,,57172,,-89523,-107079,,,,,66085,39621
,,,41631,,57173,,-89526,-107079,,,,,66085,39621
,,,41631,,57174,,-89531,-107079,,,,,66085,39621
,,,41631,,57175,,-89533,-107079,,,,,66085,39621
,,,41631,,57176,,-89545,-107079,,,,,66085,39621
,,,41631,,57177,,-89549,-107079,,,,,66085,39621
,,,41631,,57178,,-89553,-107079,,,,,66085,39621
,,,41631,,57179,,-89563,-107079,,,,,66085,39621
,,,41631,,57180,,-89565,-107079,,,,,66085,39621
,,,41631,,57181,,-89568,-107079,,,,,66085,39621
,,,41631,,57182,,-89490,-107079,,,,,66085,39621
,,,41631,,57183,,-89492,-107079,,,,,66085,39621
,,,41631,,57184,,-89496,-107079,,,,,66085,39621
,,,41631,,57185,,-89506,-107079,,,,,66085,39621
,,,41631,,57186,,-89508,-107079,,,,,66085,39621
,,,41631,,57187,,-89510,-107079,,,,,66085,39621
,,,41631,,57188,,-89522,-107079,,,,,66085,39621
,,,41631,,57189,,-89524,-107079,,,,,66085,39621
,,,41631,,57190,,-89527,-107079,,,,,66085,39621
,,,41631,,57191,,-89532,-107079,,,,,66085,39621
,,,41631,,57192,,-89534,-107079,,,,,66085,39621
,,,41631,,57193,,-89537,-107079,,,,,66085,39621
,,,41631,,57194,,-89539,-107079,,,,,66085,39621
,,,41631,,57195,,-89543,-107079,,,,,66085,39621
,,,41631,,57196,,-89547,-107079,,,,,66085,39621
,,,41631,,57197,,-89552,-107079,,,,,66085,39621
,,,41631,,57198,,-89555,-107079,,,,,66085,39621
,,,41631,,57199,,-89555,-107079,,,,,66085,39621
,,,41631,,57200,,-89555,-107079,,,,,66085,39621
,,,41631,,57201,,-89555,-107079,,,,,66085,39621
,,,41631,,57202,,-89555,-107079,,,,,66085,39621
,,,41631,,57203,,-89555,-107079,,,,,66085,39621
,,,41631,,57204,,-89555,-107079,,,,,66085,39621
,,,41631,,57205,,-89555,-107079,,,,,66085,39621
,,,41631,,57206,,-89555,-107079,,,,,66085,39621
,,,41631,,57207,,-89555,-107079,,,,,66085,39621
,,,41631,,57208,,-89593,-107079,,,,,66085,39621
,,,41631,,57209,,-89594,-107079,,,,,66085,39621
,,,41631,,57210,,-89595,-107079,,,,,66085,39621
,,,41631,,57211,,-89596,-107079,,,,,66085,39621
,,,41631,,57212,,-89597,-107079,,,,,66085,39621
,,,41631,,57213,,-89599,-107079,,,,,66085,39621
,,,41631,,57214,,-89495,-107079,,,,,66085,39621
,,,41631,,57215,,-89513,-107079,,,,,66085,39621
,,,41631,,57216,,-89515,-107079,,,,,66085,39621
,,,41631,,57217,,-89528,-107079,,,,,66085,39621
,,,41631,,57217,,-89529,-107079,,,,,66085,39621
,,,41631,,57217,,-89529,-107080,,,,,66085,39621
,,,41459,,57217,,-89529,-107080,,,,,66085,39621
,,,41502,,57217,,-89529,-107080,,,,,66085,39621
,,,42052,,57217,,-89529,-107080,,,,,66085,39621
,,,42466,,57217,,-89529,-107080,,,,,66085,39621
,,,42598,,57217,,-89529,-107080,,,,,66085,39621
,,,42745,,57217,,-89529,-107080,,,,,66085,39621
,,,42911,,57217,,-89529,-107080,,,,,66085,39621
,,,43273,,57217,,-89529,-107080,,,,,66085,39621
,,,44287,,57217,,-89529,-107080,,,,,66085,39621
,,,44414,,57217,,-89529,-107080,,,,,66085,39621
,,,44414,,57217,,-89529,-105027,,,,,66085,39621
,,,41503,,57217,,-89529,-105027,,,,,66085,39621
,,,42053,,57217,,-89529,-105027,,,,,66085,39621
,,,42467,,57217,,-89529,-105027,,,,,66085,39621
,,,42599,,57217,,-89529,-105027,,,,,66085,39621
,,,42748,,57217,,-89529,-105027,,,,,66085,39621
,,,42912,,57217,,-89529,-105027,,,,,66085,39621
,,,43274,,57217,,-89529,-105027,,,,,66085,39621
,,,44288,,57217,,-89529,-105027,,,,,66085,39621
,,,44415,,57217,,-89529,-105027,,,,,66085,39621
,,,44415,,57217,,-89529,-104998,,,,,66085,39621
,,,41504,,57217,,-89529,-104998,,,,,66085,39621
,,,42054,,57217,,-89529,-104998,,,,,66085,39621
,,,42468,,57217,,-89529,-104998,,,,,66085,39621
,,,42600,,57217,,-89529,-104998,,,,,66085,39621
,,,42749,,57217,,-89529,-104998,,,,,66085,39621
,,,42913,,57217,,-89529,-104998,,,,,66085,39621
,,,43275,,57217,,-89529,-104998,,,,,66085,39621
,,,44289,,57217,,-89529,-104998,,,,,66085,39621
,,,44416,,57217,,-89529,-104998,,,,,66085,39621
,,,44416,,57217,,-89529,-105022,,,,,66085,39621
,,,41505,,57217,,-89529,-105022,,,,,66085,39621
,,,42055,,57217,,-89529,-105022,,,,,66085,39621
,,,42469,,57217,,-89529,-105022,,,,,66085,39621
,,,42601,,57217,,-89529,-105022,,,,,66085,39621
,,,42750,,57217,,-89529,-105022,,,,,66085,39621
,,,42914,,57217,,-89529,-105022,,,,,66085,39621
,,,43276,,57217,,-89529,-105022,,,,,66085,39621
,,,44290,,57217,,-89529,-105022,,,,,66085,39621
,,,44417,,57217,,-89529,-105022,,,,,66085,39621
,,,44417,,57217,,-89529,-105000,,,,,66085,39621
,,,41506,,57217,,-89529,-105000,,,,,66085,39621
,,,42056,,57217,,-89529,-105000,,,,,66085,39621
,,,42470,,57217,,-89529,-105000,,,,,66085,39621
,,,42602,,57217,,-89529,-105000,,,,,66085,39621
,,,42915,,57217,,-89529,-105000,,,,,66085,39621
,,,43277,,57217,,-89529,-105000,,,,,66085,39621
,,,44291,,57217,,-89529,-105000,,,,,66085,39621
,,,44291,,57217,,-89529,-105041,,,,,66085,39621
,,,41507,,57217,,-89529,-105041,,,,,66085,39621
,,,42057,,57217,,-89529,-105041,,,,,66085,39621
,,,42603,,57217,,-89529,-105041,,,,,66085,39621
,,,42754,,57217,,-89529,-105041,,,,,66085,39621
,,,42916,,57217,,-89529,-105041,,,,,66085,39621
,,,43278,,57217,,-89529,-105041,,,,,66085,39621
,,,44292,,57217,,-89529,-105041,,,,,66085,39621
,,,44292,,57217,,-89529,-105026,,,,,66085,39621
,,,41508,,57217,,-89529,-105026,,,,,66085,39621
,,,42058,,57217,,-89529,-105026,,,,,66085,39621
,,,42604,,57217,,-89529,-105026,,,,,66085,39621
,,,42755,,57217,,-89529,-105026,,,,,66085,39621
,,,42917,,57217,,-89529,-105026,,,,,66085,39621
,,,43279,,57217,,-89529,-105026,,,,,66085,39621
,,,44293,,57217,,-89529,-105026,,,,,66085,39621
,,,44293,,57217,,-89529,-105035,,,,,66085,39621
,,,41509,,57217,,-89529,-105035,,,,,66085,39621
,,,42059,,57217,,-89529,-105035,,,,,66085,39621
,,,42360,,57217,,-89529,-105035,,,,,66085,39621
,,,42425,,57217,,-89529,-105035,,,,,66085,39621
,,,42475,,57217,,-89529,-105035,,,,,66085,39621
,,,42605,,57217,,-89529,-105035,,,,,66085,39621
,,,42756,,57217,,-89529,-105035,,,,,66085,39621
,,,42918,,57217,,-89529,-105035,,,,,66085,39621
,,,43280,,57217,,-89529,-105035,,,,,66085,39621
,,,44294,,57217,,-89529,-105035,,,,,66085,39621
,,,44418,,57217,,-89529,-105035,,,,,66085,39621
,,,44418,,57217,,-89529,-105003,,,,,66085,39621
,,,41510,,57217,,-89529,-105003,,,,,66085,39621
,,,42060,,57217,,-89529,-105003,,,,,66085,39621
,,,42341,,57217,,-89529,-105003,,,,,66085,39621
,,,42476,,57217,,-89529,-105003,,,,,66085,39621
,,,42606,,57217,,-89529,-105003,,,,,66085,39621
,,,42919,,57217,,-89529,-105003,,,,,66085,39621
,,,43084,,57217,,-89529,-105003,,,,,66085,39621
,,,43281,,57217,,-89529,-105003,,,,,66085,39621
,,,44295,,57217,,-89529,-105003,,,,,66085,39621
,,,44419,,57217,,-89529,-105003,,,,,66085,39621
,,,44419,,57217,,-89529,-105009,,,,,66085,39621
,,,41511,,57217,,-89529,-105009,,,,,66085,39621
,,,42061,,57217,,-89529,-105009,,,,,66085,39621
,,,42477,,57217,,-89529,-105009,,,,,66085,39621
,,,42607,,57217,,-89529,-105009,,,,,66085,39621
,,,42920,,57217,,-89529,-105009,,,,,66085,39621
,,,43282,,57217,,-89529,-105009,,,,,66085,39621
,,,44296,,57217,,-89529,-105009,,,,,66085,39621
,,,44420,,57217,,-89529,-105009,,,,,66085,39621
,,,44420,,57217,,-89529,-105007,,,,,66085,39621
,,,41512,,57217,,-89529,-105007,,,,,66085,39621
,,,42062,,57217,,-89529,-105007,,,,,66085,39621
,,,42378,,57217,,-89529,-105007,,,,,66085,39621
,,,42608,,57217,,-89529,-105007,,,,,66085,39621
,,,42921,,57217,,-89529,-105007,,,,,66085,39621
,,,43283,,57217,,-89529,-105007,,,,,66085,39621
,,,44078,,57217,,-89529,-105007,,,,,66085,39621
,,,44297,,57217,,-89529,-105007,,,,,66085,39621
,,,44297,,57217,,-89529,-105016,,,,,66085,39621
,,,41513,,57217,,-89529,-105016,,,,,66085,39621
,,,42063,,57217,,-89529,-105016,,,,,66085,39621
,,,42609,,57217,,-89529,-105016,,,,,66085,39621
,,,42922,,57217,,-89529,-105016,,,,,66085,39621
,,,43284,,57217,,-89529,-105016,,,,,66085,39621
,,,44298,,57217,,-89529,-105016,,,,,66085,39621
,,,44298,,57217,,-89529,-105014,,,,,66085,39621
,,,41514,,57217,,-89529,-105014,,,,,66085,39621
,,,42064,,57217,,-89529,-105014,,,,,66085,39621
,,,42610,,57217,,-89529,-105014,,,,,66085,39621
,,,42923,,57217,,-89529,-105014,,,,,66085,39621
,,,43285,,57217,,-89529,-105014,,,,,66085,39621
,,,44299,,57217,,-89529,-105014,,,,,66085,39621
,,,44299,,57217,,-89529,-105013,,,,,66085,39621
,,,41515,,57217,,-89529,-105013,,,,,66085,39621
,,,42065,,57217,,-89529,-105013,,,,,66085,39621
,,,42464,,57217,,-89529,-105013,,,,,66085,39621
,,,42611,,57217,,-89529,-105013,,,,,66085,39621
,,,42759,,57217,,-89529,-105013,,,,,66085,39621
,,,42924,,57217,,-89529,-105013,,,,,66085,39621
,,,43286,,57217,,-89529,-105013,,,,,66085,39621
,,,44300,,57217,,-89529,-105013,,,,,66085,39621
,,,44300,,57217,,-89529,-105012,,,,,66085,39621
,,,41516,,57217,,-89529,-105012,,,,,66085,39621
,,,42066,,57217,,-89529,-105012,,,,,66085,39621
,,,42465,,57217,,-89529,-105012,,,,,66085,39621
,,,42612,,57217,,-89529,-105012,,,,,66085,39621
,,,42760,,57217,,-89529,-105012,,,,,66085,39621
,,,42925,,57217,,-89529,-105012,,,,,66085,39621
,,,43287,,57217,,-89529,-105012,,,,,66085,39621
,,,44301,,57217,,-89529,-105012,,,,,66085,39621
,,,44412,,57217,,-89529,-105012,,,,,66085,39621
,,,44412,,57217,,-89529,-104999,,,,,66085,39621
,,,41517,,57217,,-89529,-104999,,,,,66085,39621
,,,42067,,57217,,-89529,-104999,,,,,66085,39621
,,,42461,,57217,,-89529,-104999,,,,,66085,39621
,,,42613,,57217,,-89529,-104999,,,,,66085,39621
,,,42926,,57217,,-89529,-104999,,,,,66085,39621
,,,43288,,57217,,-89529,-104999,,,,,66085,39621
,,,44302,,57217,,-89529,-104999,,,,,66085,39621
,,,44411,,57217,,-89529,-104999,,,,,66085,39621
,,,44411,,57217,,-89529,-105025,,,,,66085,39621
,,,41518,,57217,,-89529,-105025,,,,,66085,39621
,,,42068,,57217,,-89529,-105025,,,,,66085,39621
,,,42240,,57217,,-89529,-105025,,,,,66085,39621
,,,42462,,57217,,-89529,-105025,,,,,66085,39621
,,,42614,,57217,,-89529,-105025,,,,,66085,39621
,,,42927,,57217,,-89529,-105025,,,,,66085,39621
,,,43289,,57217,,-89529,-105025,,,,,66085,39621
,,,44098,,57217,,-89529,-105025,,,,,66085,39621
,,,44303,,57217,,-89529,-105025,,,,,66085,39621
,,,44303,,57217,,-89529,-105024,,,,,66085,39621
,,,41519,,57217,,-89529,-105024,,,,,66085,39621
,,,42069,,57217,,-89529,-105024,,,,,66085,39621
,,,42478,,57217,,-89529,-105024,,,,,66085,39621
,,,42615,,57217,,-89529,-105024,,,,,66085,39621
,,,42928,,57217,,-89529,-105024,,,,,66085,39621
,,,43290,,57217,,-89529,-105024,,,,,66085,39621
,,,44304,,57217,,-89529,-105024,,,,,66085,39621
,,,44421,,57217,,-89529,-105024,,,,,66085,39621
,,,44421,,57217,,-89529,-105030,,,,,66085,39621
,,,41520,,57217,,-89529,-105030,,,,,66085,39621
,,,42070,,57217,,-89529,-105030,,,,,66085,39621
,,,42479,,57217,,-89529,-105030,,,,,66085,39621
,,,42616,,57217,,-89529,-105030,,,,,66085,39621
,,,42929,,57217,,-89529,-105030,,,,,66085,39621
,,,43291,,57217,,-89529,-105030,,,,,66085,39621
,,,44305,,57217,,-89529,-105030,,,,,66085,39621
,,,44422,,57217,,-89529,-105030,,,,,66085,39621
,,,44422,,57217,,-89529,-105023,,,,,66085,39621
,,,41521,,57217,,-89529,-105023,,,,,66085,39621
,,,42071,,57217,,-89529,-105023,,,,,66085,39621
,,,42463,,57217,,-89529,-105023,,,,,66085,39621
,,,42617,,57217,,-89529,-105023,,,,,66085,39621
,,,42930,,57217,,-89529,-105023,,,,,66085,39621
,,,43292,,57217,,-89529,-105023,,,,,66085,39621
,,,44306,,57217,,-89529,-105023,,,,,66085,39621
,,,44306,,57217,,-89529,-105002,,,,,66085,39621
,,,41522,,57217,,-89529,-105002,,,,,66085,39621
,,,42072,,57217,,-89529,-105002,,,,,66085,39621
,,,42480,,57217,,-89529,-105002,,,,,66085,39621
,,,42618,,57217,,-89529,-105002,,,,,66085,39621
,,,42931,,57217,,-89529,-105002,,,,,66085,39621
,,,43293,,57217,,-89529,-105002,,,,,66085,39621
,,,44307,,57217,,-89529,-105002,,,,,66085,39621
,,,44307,,57217,,-89529,-105004,,,,,66085,39621
,,,41523,,57217,,-89529,-105004,,,,,66085,39621
,,,42073,,57217,,-89529,-105004,,,,,66085,39621
,,,42619,,57217,,-89529,-105004,,,,,66085,39621
,,,42932,,57217,,-89529,-105004,,,,,66085,39621
,,,43294,,57217,,-89529,-105004,,,,,66085,39621
,,,44308,,57217,,-89529,-105004,,,,,66085,39621
,,,44308,,57217,,-89529,-105018,,,,,66085,39621
,,,41524,,57217,,-89529,-105018,,,,,66085,39621
,,,42074,,57217,,-89529,-105018,,,,,66085,39621
,,,42620,,57217,,-89529,-105018,,,,,66085,39621
,,,42933,,57217,,-89529,-105018,,,,,66085,39621
,,,43295,,57217,,-89529,-105018,,,,,66085,39621
,,,44309,,57217,,-89529,-105018,,,,,66085,39621
,,,44309,,57217,,-89529,-105039,,,,,66085,39621
,,,41525,,57217,,-89529,-105039,,,,,66085,39621
,,,42075,,57217,,-89529,-105039,,,,,66085,39621
,,,42481,,57217,,-89529,-105039,,,,,66085,39621
,,,42621,,57217,,-89529,-105039,,,,,66085,39621
,,,42934,,57217,,-89529,-105039,,,,,66085,39621
,,,43196,,57217,,-89529,-105039,,,,,66085,39621
,,,43296,,57217,,-89529,-105039,,,,,66085,39621
,,,44310,,57217,,-89529,-105039,,,,,66085,39621
,,,44310,,57217,,-89529,-105039,,,,,66085,39621
,,,41526,,57217,,-89529,-105039,,,,,66085,39621
,,,42076,,57217,,-89529,-105039,,,,,66085,39621
,,,42482,,57217,,-89529,-105039,,,,,66085,39621
,,,42622,,57217,,-89529,-105039,,,,,66085,39621
,,,42935,,57217,,-89529,-105039,,,,,66085,39621
,,,43197,,57217,,-89529,-105039,,,,,66085,39621
,,,43297,,57217,,-89529,-105039,,,,,66085,39621
,,,44311,,57217,,-89529,-105039,,,,,66085,39621
,,,44311,,57217,,-89529,-105039,,,,,66085,39621
,,,41527,,57217,,-89529,-105039,,,,,66085,39621
,,,42077,,57217,,-89529,-105039,,,,,66085,39621
,,,42483,,57217,,-89529,-105039,,,,,66085,39621
,,,42623,,57217,,-89529,-105039,,,,,66085,39621
,,,42936,,57217,,-89529,-105039,,,,,66085,39621
,,,43198,,57217,,-89529,-105039,,,,,66085,39621
,,,43298,,57217,,-89529,-105039,,,,,66085,39621
,,,44312,,57217,,-89529,-105039,,,,,66085,39621
,,,44312,,57217,,-89529,-105039,,,,,66085,39621
,,,41528,,57217,,-89529,-105039,,,,,66085,39621
,,,42078,,57217,,-89529,-105039,,,,,66085,39621
,,,42484,,57217,,-89529,-105039,,,,,66085,39621
,,,42624,,57217,,-89529,-105039,,,,,66085,39621
,,,42937,,57217,,-89529,-105039,,,,,66085,39621
,,,43199,,57217,,-89529,-105039,,,,,66085,39621
,,,43299,,57217,,-89529,-105039,,,,,66085,39621
,,,44313,,57217,,-89529,-105039,,,,,66085,39621
,,,44313,,57217,,-89529,-105039,,,,,66085,39621
,,,41529,,57217,,-89529,-105039,,,,,66085,39621
,,,42079,,57217,,-89529,-105039,,,,,66085,39621
,,,42485,,57217,,-89529,-105039,,,,,66085,39621
,,,42625,,57217,,-89529,-105039,,,,,66085,39621
,,,42938,,57217,,-89529,-105039,,,,,66085,39621
,,,43200,,57217,,-89529,-105039,,,,,66085,39621
,,,43300,,57217,,-89529,-105039,,,,,66085,39621
,,,44314,,57217,,-89529,-105039,,,,,66085,39621
,,,44314,,57217,,-89529,-105039,,,,,66085,39621
,,,41530,,57217,,-89529,-105039,,,,,66085,39621
,,,42080,,57217,,-89529,-105039,,,,,66085,39621
,,,42486,,57217,,-89529,-105039,,,,,66085,39621
,,,42626,,57217,,-89529,-105039,,,,,66085,39621
,,,42939,,57217,,-89529,-105039,,,,,66085,39621
,,,43201,,57217,,-89529,-105039,,,,,66085,39621
,,,43301,,57217,,-89529,-105039,,,,,66085,39621
,,,44315,,57217,,-89529,-105039,,,,,66085,39621
,,,44315,,57217,,-89529,-105039,,,,,66085,39621
,,,41531,,57217,,-89529,-105039,,,,,66085,39621
,,,42081,,57217,,-89529,-105039,,,,,66085,39621
,,,42487,,57217,,-89529,-105039,,,,,66085,39621
,,,42627,,57217,,-89529,-105039,,,,,66085,39621
,,,42940,,57217,,-89529,-105039,,,,,66085,39621
,,,43202,,57217,,-89529,-105039,,,,,66085,39621
,,,43302,,57217,,-89529,-105039,,,,,66085,39621
,,,44316,,57217,,-89529,-105039,,,,,66085,39621
,,,44316,,57217,,-89529,-105039,,,,,66085,39621
,,,41532,,57217,,-89529,-105039,,,,,66085,39621
,,,42082,,57217,,-89529,-105039,,,,,66085,39621
